DROGA ;MARCA ;PRESENTACION;LABORATORIO;COBERTURA;COPAGO
amlodipina;AMLOPAW;10 mg comp.x 50;Rospaw;60%;$ 12230.63
amlodipina;CALPRES;10 mg comp.x 60;Temis-Lostal¿;60%;$ 19281.94
amlodipina;TERLOC;10 mg comp.x 60;Siegfried;60%;$ 20924.38
amlodipina;PELMEC;10 mg comp.x 60;Casasco;60%;$ 20971.6
amlodipina;AMLOC;10 mg tab.x 20;Aspen Pharma;60%;$ 7931.54
amlodipina;AMLOC;10 mg tab.x 30;Aspen Pharma;60%;$ 13898.28
amlodipina;AMLOC;10 mg tab.x 60;Aspen Pharma;60%;$ 23742.91
amlodipina;CARDIOREX CDO;5 mg comp.desin.oralx 30;Bag¿;60%;$ 512.15
amlodipina;CARDIVAS;5 mg comp.ran.x 30;Sidus;60%;$ 4304.65
amlodipina;ILDUC;5 mg comp.ran.x 30;Baliarda;60%;$ 5634.51
amlodipina;AMLOPAW;5 mg comp.x 10;Rospaw;60%;$ 1557.8
amlodipina;AMZE;5 mg comp.x 28;Richmond;60%;$ 5017.48
amlodipina;AMLODINE;5 mg comp.x 30;Eurofarma;60%;$ 462.58
amlodipina;AMLOC ODT;5 mg comp.x 30;Aspen Pharma;60%;$ 3427.17
amlodipina;AMLOTENS;5 mg comp.x 30;Klonal;60%;$ 3645.42
amlodipina;INDALTEN;5 mg comp.x 30;Montpellier;60%;$ 3802.93
amlodipina;ZUNDIC;5 mg comp.x 30;Nolter;60%;$ 3902.64
amlodipina;HIPERTENSAL;5 mg comp.x 30;Finadiet;60%;$ 3977.03
amlodipina;BRANCILINA;5 mg comp.x 30;Fecofar;60%;$ 4358.76
amlodipina;MITOKOR;5 mg comp.x 30;Biotenk;60%;$ 4509.5
amlodipina;AMLODIPINA RICHET;5 mg comp.x 30;Richet;60%;$ 4743.66
amlodipina;AMLOPAW;5 mg comp.x 30;Rospaw;60%;$ 4789.96
amlodipina;TERVALON;5 mg comp.x 30;Lazar;60%;$ 5308.1
amlodipina;ANEXA;5 mg comp.x 30;Microsules Arg.;60%;$ 5360.23
amlodipina;COROVAL 5;5 mg comp.x 30;Roemmers;60%;$ 5400.41
amlodipina;ARTERIOSAN;5 mg comp.x 30;Laboratorios Be;60%;$ 5565.43
amlodipina;PELMEC;5 mg comp.x 30;Casasco;60%;$ 5807.79
amlodipina;ANGIOFILINA;5 mg comp.x 30;Fabra;60%;$ 6110.95
amlodipina;CALPRES;5 mg comp.x 30;Temis-Lostal¿;60%;$ 6291.41
amlodipina;TERLOC;5 mg comp.x 30;Siegfried;60%;$ 6384.68
amlodipina;CARDIOREX 5;5 mg comp.x 30;Bag¿;60%;$ 7241.88
amlodipina;AMLOPAW;5 mg comp.x 60;Rospaw;60%;$ 8752.04
amlodipina;PELMEC;5 mg comp.x 60;Casasco;60%;$ 11545.41
amlodipina;CALPRES;5 mg comp.x 60;Temis-Lostal¿;60%;$ 12509.06
amlodipina;TERLOC;5 mg comp.x 60;Siegfried;60%;$ 12667.87
amlodipina;AMLOC;5 mg tab.x 20;Aspen Pharma;60%;$ 2624.46
amlodipina;AMLOC;5 mg tab.x 30;Aspen Pharma;60%;$ 7662.32
amlodipina;AMLOC;5 mg tab.x 60;Aspen Pharma;60%;$ 13363.54
amlodipina;AMLODICORD 5;comp.ran.x 30;G¿minis Farmac¿;60%;$ 3723.33
amlodipina;AMLODICORD 10;comp.ran.x 30;G¿minis Farmac¿;60%;$ 5683.66
amlodipina;AMLODICORD 5;comp.ran.x 60;G¿minis Farmac¿;60%;$ 7654.14
amlodipina;AMLODICORD 10;comp.ran.x 60;G¿minis Farmac¿;60%;$ 11646.72
amlodipina+atorvastatín;TEMAX;10/10 mg comp.x 30;Sidus;50%;$ 14933.55
amlodipina+atorvastatín;PELMEC PLUS;10/10 mg comp.x 30;Casasco;50%;$ 15697.89
amlodipina+atorvastatín;TEMAX;10/20 mg comp.x 30;Sidus;50%;$ 20132.14
amlodipina+atorvastatín;TEMAX;5/10 mg comp.x 30;Sidus;50%;$ 12112.38
amlodipina+atorvastatín;PELMEC PLUS;5/10 mg comp.x 30;Casasco;50%;$ 12887.67
amlodipina+atorvastatín;TEMAX;5/20 mg comp.x 30;Sidus;50%;$ 17915.09
amlodipina+benazepril;ARTERIOSAN PLUS;2.5/10 mg cáps.x 30;Laboratorios Be;50%;$ 6960.57
amlodipina+benazepril;PELMEC DUO;2.5/10 mg cáps.x 30;Casasco;50%;$ 7377.55
amlodipina+benazepril;ILDUC DUO;2.5/10 mg cáps.x 30;Baliarda;50%;$ 7472.22
amlodipina+benazepril;TERLOC DUO;2.5/10 mg cáps.x 30;Siegfried;50%;$ 9349.8
amlodipina+benazepril;ARTERIOSAN PLUS;5/10 mg cáps.x 30;Laboratorios Be;50%;$ 10876.5
amlodipina+benazepril;ILDUC DUO;5/10 mg cáps.x 30;Baliarda;50%;$ 11230.46
amlodipina+benazepril;PELMEC DUO;5/10 mg cáps.x 30;Casasco;50%;$ 11545.26
amlodipina+benazepril;TERLOC DUO;5/10 mg cáps.x 30;Siegfried;50%;$ 12535.62
amlodipina+benazepril;ARTERIOSAN PLUS;5/20 mg cáps.x 30;Laboratorios Be;50%;$ 13481.11
amlodipina+benazepril;ILDUC DUO;5/20 mg cáps.x 30;Baliarda;50%;$ 14161.16
amlodipina+benazepril;PELMEC DUO;5/20 mg cáps.x 30;Casasco;50%;$ 14353.75
amlodipina+benazepril;TERLOC DUO;5/20 mg cáps.x 30;Siegfried;50%;$ 17578.91
amlodipina+losartán+hidroclorot.;PELMEC MAX D;comp.x 60 (30+30);Casasco;50%;$ 13806.63
amlodipina+losartán,potásico;TERLOC MAX;100/5 mg comp.(30 + 30);Teva Argentina;50%;$ 18938.15
amlodipina+losartán,potásico;PRESIMAX A 100;100/5 mg comp.rec.x 30;Bag¿;50%;$ 11451.42
amlodipina+losartán,potásico;FENSARTAN UNIMAX;100/5 mg comp.x 30;Elea;50%;$ 16037.57
amlodipina+losartán,potásico;LOSACOR A;5/100 mg comp.rec.x 30;Roemmers;50%;$ 16075.42
amlodipina+losartán,potásico;LOSACOR A;5/100 mg comp.rec.x 60;Roemmers;50%;$ 10831.13
amlodipina+losartán,potásico;ARTERIOSAN COMPUESTO;5/100 mg comp.x 30;Laboratorios Be;50%;$ 15081.56
amlodipina+losartán,potásico;PELMEC AT;5/100 mg comp.x 30;Casasco;50%;$ 15324.53
amlodipina+losartán,potásico;NITEN MAX 5/100;5/100 mg comp.x 30;Teva Argentina;50%;$ 17075.98
amlodipina+losartán,potásico;PELMEC MAX;5/100 mg comp.x 60;Casasco;50%;$ 12034.59
amlodipina+losartán,potásico;ILDUSARTAN;5/100 mg cáps.x 30;Baliarda;50%;$ 15257.06
amlodipina+losartán,potásico;CARTAN MAX 5/100;5/100mg comp.x60 (30+30);Eurofarma;50%;$ 787.23
amlodipina+losartán,potásico;LOSACOR A;5/50 mg comp.rec.x 30;Roemmers;50%;$ 14487.5
amlodipina+losartán,potásico;LOSACOR A;5/50 mg comp.rec.x 60;Roemmers;50%;$ 10727.1
amlodipina+losartán,potásico;PELMEC AT;5/50 mg comp.x 30;Casasco;50%;$ 13818.16
amlodipina+losartán,potásico;ARTERIOSAN COMPUESTO;5/50 mg comp.x 30;Laboratorios Be;50%;$ 13901.12
amlodipina+losartán,potásico;NITEN MAX 5/50;5/50 mg comp.x 30;Teva Argentina;50%;$ 15309.01
amlodipina+losartán,potásico;PELMEC MAX;5/50 mg comp.x 60;Casasco;50%;$ 11919.1
amlodipina+losartán,potásico;ILDUSARTAN;5/50 mg cáps.x 30;Baliarda;50%;$ 13857.39
amlodipina+losartán,potásico;CARTAN MAX 5/50;5/50mg comp.x 60 (30+30);Eurofarma;50%;$ 718.8
amlodipina+losartán,potásico;TERLOC MAX;50/5 mg comp.(30 + 30);Teva Argentina;50%;$ 18050.62
amlodipina+losartán,potásico;PRESIMAX A 50;50/5 mg comp.rec.x 30;Bag¿;50%;$ 10320.37
amlodipina+losartán,potásico;FENSARTAN UNIMAX;50/5 mg comp.x 30;Elea;50%;$ 15089.67
amoxicilina;NOBACTAM;1 g comp.rec.x 16;Microsules Arg.;60%;$ 7727.42
amoxicilina;NOBACTAM;1 g comp.rec.x 8;Microsules Arg.;60%;$ 3751.63
amoxicilina;AMOXIDAL;1 g comp.x 16;Roemmers;60%;$ 7134.49
amoxicilina;AMOXICILINA RICHET;1 g comp.x 16;Richet;60%;$ 7652.82
amoxicilina;AMOXICILINA RICHET;1 g comp.x 8;Richet;60%;$ 3729.53
amoxicilina;AMOXIDAL;1 g iny.x 1 dosis;Roemmers;60%;$ 3194
amoxicilina;CLIACIL 1000;1000 mg comp.x 16;Ronnet;60%;$ 6581.66
amoxicilina;DARZITIL;1000 mg comp.x 16;Fabra;60%;$ 8439.98
amoxicilina;TRIFAMOX 1000;1000 mg comp.x 16;Bag¿;60%;$ 9713.59
amoxicilina;CLIACIL 1000;1000 mg comp.x 8;Ronnet;60%;$ 3192.98
amoxicilina;DARZITIL;1000 mg comp.x 8;Fabra;60%;$ 3671.37
amoxicilina;AMOXICILINA FECOFAR;250 mg jbe.x 120 ml;Fecofar;50%;$ 69.3
amoxicilina;TRIFAMOX 250;250 mg jbe.x 120 ml;Bag¿;60%;$ 3908.6
amoxicilina;AMOXICILINA FECOFAR;250 mg jbe.x 60 ml;Fecofar;60%;$ 141.66
amoxicilina;AMOXICILINA FECOFAR;250 mg jbe.x 90 ml;Fecofar;60%;$ 2768.04
amoxicilina;DARZITIL;250 mg jbe.x 90 ml;Fabra;60%;$ 3255.97
amoxicilina;AMOXICILINA RICHET;250 mg pvo.p/susp.x 90ml;Richet;60%;$ 3010.27
amoxicilina;AMOXICILINA RICHET;250 mg pvo.p/susp.x120ml;Richet;60%;$ 3732.54
amoxicilina;AMOXI 250 MAR;250 mg susp.ext.x 105 ml;Mar;60%;$ 2640.98
amoxicilina;NOBACTAM;250 mg susp.ped.x 90 ml;Microsules Arg.;60%;$ 2529.5
amoxicilina;AMOXICILINA RICHET;500 mg comp.ran.x 16;Richet;60%;$ 2658.53
amoxicilina;FABAMOX;500 mg comp.rec.x 16;Savant Generic;60%;$ 351.56
amoxicilina;FABAMOX;500 mg comp.rec.x 21;Savant Generic;60%;$ 203.36
amoxicilina;AMOXIDAL;500 mg comp.rec.x 21;Roemmers;60%;$ 3817.6
amoxicilina;FABAMOX;500 mg comp.rec.x 8;Savant Generic;60%;$ 1119.78
amoxicilina;AMOXICILINA FECOFAR;500 mg comp.x 16;Fecofar;60%;$ 2036.76
amoxicilina;AMOXITENK;500 mg comp.x 16;Biotenk;60%;$ 2376.62
amoxicilina;GRINSIL;500 mg comp.x 16;Siegfried;60%;$ 2456.33
amoxicilina;CLIACIL;500 mg comp.x 16;Ronnet;60%;$ 2527.82
amoxicilina;AMIXEN;500 mg comp.x 16;Laboratorios Be;60%;$ 2549.74
amoxicilina;BIOXILINA;500 mg comp.x 16;Biosintex Retai;60%;$ 2576.49
amoxicilina;DARZITIL;500 mg comp.x 16;Fabra;60%;$ 2738.95
amoxicilina;TRIFAMOX 500;500 mg comp.x 16;Bag¿;60%;$ 2867.98
amoxicilina;AMOXI 500 MAR;500 mg comp.x 21;Mar;60%;$ 2356.33
amoxicilina;AMIXEN;500 mg comp.x 21;Laboratorios Be;60%;$ 2531.65
amoxicilina;GRINSIL;500 mg comp.x 21;Siegfried;60%;$ 2580.01
amoxicilina;DARZITIL;500 mg comp.x 21;Fabra;60%;$ 3472.63
amoxicilina;TRIFAMOX 500;500 mg comp.x 21;Bag¿;60%;$ 3491.32
amoxicilina;AMOXICILINA FECOFAR;500 mg comp.x 8;Fecofar;60%;$ 1172.7
amoxicilina;CLIACIL;500 mg comp.x 8;Ronnet;60%;$ 1199.27
amoxicilina;DARZITIL;500 mg comp.x 8;Fabra;60%;$ 1384.72
amoxicilina;AMIXEN;500 mg comp.x 8;Laboratorios Be;60%;$ 1410.92
amoxicilina;TRIFAMOX;500 mg comp.x 80;Bag¿;60%;$ 930.95
amoxicilina;AMOXICILINA FECOFAR;500 mg jbe.x 120 ml;Fecofar;60%;$ 4179.96
amoxicilina;DARZITIL;500 mg jbe.x 120 ml;Fabra;60%;$ 4964.74
amoxicilina;TRIFAMOX 250/500 JBE;500 mg jbe.x 120 ml;Bag¿;60%;$ 5521.02
amoxicilina;TRIFAMOX;500 mg jbe.x 60 ml;Bag¿;60%;$ 186.67
amoxicilina;AMOXICILINA FECOFAR;500 mg jbe.x 60 ml;Fecofar;60%;$ 2116.02
amoxicilina;DARZITIL;500 mg jbe.x 60 ml;Fabra;60%;$ 3414.88
amoxicilina;AMOXICILINA FECOFAR;500 mg jbe.x 90 ml;Fecofar;60%;$ 3356.49
amoxicilina;DARZITIL;500 mg jbe.x 90 ml;Fabra;60%;$ 3490.04
amoxicilina;AMOXICILINA RICHET;500 mg pvo.p/susp.x 60ml;Richet;60%;$ 3161.24
amoxicilina;AMOXICILINA RICHET;500 mg pvo.p/susp.x 90ml;Richet;60%;$ 3518.55
amoxicilina;AMOXICILINA RICHET;500 mg pvo.p/susp.x120ml;Richet;60%;$ 4980.5
amoxicilina;AMOXI 500 MAR;500 mg susp.ext.x 105 ml;Mar;60%;$ 3236.57
amoxicilina;AMOXI 500 MAR;500 mg susp.ext.x 150 ml;Mar;60%;$ 3832.26
amoxicilina;NOBACTAM;500 mg susp.ped.x 90 ml;Microsules Arg.;60%;$ 4117.18
amoxicilina;GRINSIL;500 mg susp.x 120 ml;Siegfried;60%;$ 4105.81
amoxicilina;FABAMOX;500 mg/5 ml susp.x 90 ml;Savant Generic;60%;$ 3782.5
amoxicilina;BIOXILINA;500mg/5ml susp.x 90 ml;Biosintex Retai;60%;$ 3521.45
amoxicilina;TRIFAMOX;750 mg comp.x 16;Bag¿;60%;$ 283.73
amoxicilina;AMOXICILINA FECOFAR DUO;750 mg jbe.x 70 ml;Fecofar;60%;$ 3903.67
amoxicilina;AMOXICILINA RICHET DUO;750 mg pvo.p/susp.x 70ml;Richet;60%;$ 4157.76
amoxicilina;DARZITIL DUO;750 mg susp.x 70 ml;Fabra;60%;$ 4180.41
amoxicilina;BIOXILINA DUO;750 mg/5 ml susp.x 70 ml;Biosintex Retai;60%;$ 105
amoxicilina;AMOXI DUO MAR;875 mg comp. x 14;Mar;60%;$ 3495.63
amoxicilina;TRIFAMOX DUO;875 mg comp.mast.x 14;Bag¿;60%;$ 318.9
amoxicilina;FABAMOX PLUS;875 mg comp.rec.x 14;Savant Generic;60%;$ 3637.86
amoxicilina;BIOXILINA DUO;875 mg comp.rec.x 14;Biosintex Retai;60%;$ 3858.19
amoxicilina;AMOXICILINA FECOFAR DUO;875 mg comp.x 14;Fecofar;60%;$ 3438.44
amoxicilina;GRINSIL DUO;875 mg comp.x 14;Siegfried;60%;$ 3672.32
amoxicilina;DARZITIL DUO;875 mg comp.x 14;Fabra;60%;$ 4135.72
amoxicilina;TRIFAMOX DUO 875;875 mg comp.x 14;Bag¿;60%;$ 4331.82
amoxicilina;AMOXICILINA RICHET DUO;875 mg comp.x 14 (TRZB);Richet;60%;$ 3862.56
amoxicilina;AMIXEN DUO;comp.rec.x 14;Laboratorios Be;60%;$ 3611.85
amoxicilina;AMOXIDAL DUO;comp.x 14;Roemmers;60%;$ 5342.32
amoxicilina;AMOXICLER 500;comp.x 16;Monserrat;60%;$ 2226.87
amoxicilina;AMOXICLER 500;comp.x 21;Monserrat;60%;$ 2485.68
amoxicilina;AMOXIDAL;ped.250 mg susp.x 90 ml;Roemmers;60%;$ 3040.12
amoxicilina;AMOXIDAL;ped.500 mg susp.x 120 ml;Roemmers;60%;$ 4409.94
amoxicilina;AMOXIDAL;ped.500 mg susp.x 90 ml;Roemmers;60%;$ 3533
amoxicilina;AMOXICLER 500;ped.susp.x 90 ml;Monserrat;60%;$ 3340.36
amoxicilina;AMOXI DUO MAR;susp. x 100 ml;Mar;60%;$ 4919.84
amoxicilina;AMOXI DUO MAR;susp. x 70 ml;Mar;60%;$ 3754.52
amoxicilina;AMOXIDAL DUO;susp.x 120 ml;Roemmers;60%;$ 5630.05
amoxicilina;TRIFAMOX DUO;susp.x 50 ml;Bag¿;60%;$ 228.33
amoxicilina;AMOXIDAL DUO;susp.x 70 ml;Roemmers;60%;$ 4197.42
amoxicilina;TRIFAMOX DUO SUSP;susp.x 90 ml;Bag¿;60%;$ 7009.81
amoxicilina+acetilcisteína;AMIXEN AC;comp.rec.x 14;Laboratorios Be;50%;$ 6699.01
amoxicilina+acetilcisteína;AMOXIDAL DUO MUC;comp.rec.x 14;Roemmers;50%;$ 7146.29
amoxicilina+acetilcisteína;ACEMUK BIOTIC DUO;comp.rec.x 14;Siegfried;50%;$ 8062.82
amoxicilina+ambroxol;GRINSIL RESPIRATORIO NF;500 mg comp.rec.x 16;Nova Argentia;50%;$ 274.45
amoxicilina+ambroxol;FABAMOX BRONQUIAL;500/30 mg comp.rec.x 16;Savant Generic;50%;$ 526.59
amoxicilina+ambroxol;FABAMOX BRONQUIAL;875/60 mg comp.rec.x 14;Savant Generic;50%;$ 585.17
amoxicilina+ambroxol;GRINSIL RESPIRATORIO DUO;875/60 mg comp.x 14;Siegfried;50%;$ 7671.66
amoxicilina+ambroxol;AMOXIDAL RESPIRATORIO DUO;comp.rec.x 14;Roemmers;50%;$ 7064.14
amoxicilina+ambroxol;NOBACTAM BRONQUIAL;comp.rec.x 16;Microsules Arg.;50%;$ 5004.78
amoxicilina+ambroxol;AMOXIDAL RESPIRATORIO;comp.rec.x 16;Roemmers;50%;$ 6387.32
amoxicilina+ambroxol;TRIFAMOX BRONQUIAL DUO 875/60;comp.x 14;Bag¿;50%;$ 8779.33
amoxicilina+ambroxol;AMOXIDAL RESPIRATORIO;ped.500 mg susp.x 90 ml;Roemmers;50%;$ 5835.83
amoxicilina+ambroxol;TRIFAMOX BRONQUIAL DUO;susp.x 50 ml;Bag¿;50%;$ 462.36
amoxicilina+ambroxol;AMOXIDAL RESPIRATORIO DUO;susp.x 70 ml;Roemmers;50%;$ 6402.86
amoxicilina+bromhexina;AMOXIDAL RESPIRATORIO;1 g iny.x 1 dosis;Roemmers;50%;$ 4063.36
amoxicilina+brovanexina;TRIFAMOX BRONQUIAL;500 mg comp.x 16;Bag¿;50%;$ 583
amoxicilina+brovanexina;TRIFAMOX BRONQUIAL;500 mg jbe.x 120 ml;Bag¿;50%;$ 622.69
amoxicilina+clavulánico,ác.;BIOXILINA PLUS DUO;1 g comp.rec.x 14;Biosintex Retai;60%;$ 6286.17
amoxicilina+clavulánico,ác.;ELGYMOX CLAV;1 g comp.rec.x 14;Sidus;60%;$ 6963.37
amoxicilina+clavulánico,ác.;AMIXEN CLAVULANICO 1 G;1 g comp.rec.x 14;Laboratorios Be;60%;$ 7862.64
amoxicilina+clavulánico,ác.;AMOCLAV DUO;1 g comp.rec.x 14;Casasco;60%;$ 8000.44
amoxicilina+clavulánico,ác.;CLAVULOX;1 g comp.x 14;Elea;60%;$ 7710.72
amoxicilina+clavulánico,ác.;OPTAMOX DUO;1 g comp.x 14;Roemmers;60%;$ 11023.8
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;1000 mg comp.x 8;Richet;60%;$ 5824.98
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;1000/125mg comp.x 16;Richet;60%;$ 9193.53
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;250 mg pvo.p/susp.x 60ml;Richet;60%;$ 3338.85
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;250 mg pvo.p/susp.x 90ml;Richet;60%;$ 4632.48
amoxicilina+clavulánico,ác.;CLAVULOX DUO;400 mg/5 ml susp.x 70 ml;Elea;60%;$ 4745.39
amoxicilina+clavulánico,ác.;FABAMOX DUO SUSPENSION;400/57 mg susp.x 70 ml;Savant Generic;60%;$ 4802.82
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO 7:1 RICHET;400/57.5 mg susp.x 70 ml;Richet;60%;$ 4834.9
amoxicilina+clavulánico,ác.;CLAVULOX;500 mg comp.rec.x 14;Elea;60%;$ 7670.74
amoxicilina+clavulánico,ác.;AMIXEN CLAVULANICO;500 mg comp.rec.x 16;Laboratorios Be;60%;$ 7668.1
amoxicilina+clavulánico,ác.;AMIXEN CLAVULANICO;500 mg comp.rec.x 8;Laboratorios Be;60%;$ 4017.58
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;500 mg comp.x 16;Richet;60%;$ 7794.56
amoxicilina+clavulánico,ác.;OPTAMOX;500 mg comp.x 16;Roemmers;60%;$ 11882.35
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;500 mg comp.x 8;Richet;60%;$ 4110.64
amoxicilina+clavulánico,ác.;OPTAMOX;500 mg comp.x 8;Roemmers;60%;$ 6205.04
amoxicilina+clavulánico,ác.;AMOXITENK PLUS;500/125 mg comp.rec.x 16;Biotenk;60%;$ 290.53
amoxicilina+clavulánico,ác.;FABAMOX DUO;500/125 mg comp.rec.x 16;Savant Generic;60%;$ 7767.42
amoxicilina+clavulánico,ác.;GRINSIL CLAV DUO 875;875 mg comp.x 14;Siegfried;60%;$ 8359.2
amoxicilina+clavulánico,ác.;AMOXITENK PLUS 1 GR;875/125 mg comp.rec.x 14;Biotenk;60%;$ 288.68
amoxicilina+clavulánico,ác.;FABAMOX DUO 1 GR;875/125 mg comp.rec.x 14;Savant Generic;60%;$ 7811.12
amoxicilina+clavulánico,ác.;AMOXI PLUS MAR;875/125 mg comp.x 14;Mar;60%;$ 6398.86
amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO 7:1 RICHET;875/125 mg comp.x 14;Richet;60%;$ 7799.44
amoxicilina+clavulánico,ác.;AMOXI PLUS MAR;875/125 mg comp.x 20;Mar;60%;$ 8415.33
amoxicilina+clavulánico,ác.;OPTAMOX;Ped.250 mg susp.x 60 ml;Roemmers;60%;$ 3354.52
amoxicilina+clavulánico,ác.;CLAMOXOL DUO;comp.rec.x 10;Medisol;60%;$ 3812.69
amoxicilina+clavulánico,ác.;CLAMOXOL DUO;comp.rec.x 14;Cassarß;60%;$ 4249.2
amoxicilina+clavulánico,ác.;NOBACTAM CLAVULANICO 2;comp.rec.x 14;Microsules Arg.;60%;$ 7793.9
amoxicilina+clavulánico,ác.;CLAVULOX XR;comp.rec.x 16;Elea;60%;$ 206.96
amoxicilina+clavulánico,ác.;CLAVULOX XR;comp.rec.x 28;Elea;60%;$ 319.74
amoxicilina+clavulánico,ác.;PLENOBIOTIC DUO;comp.x 14;Fecofar;60%;$ 7701.85
amoxicilina+clavulánico,ác.;ULTRABIOTIC DUO;comp.x 14;Montpellier;60%;$ 8028
amoxicilina+clavulánico,ác.;DARZITIL PLUS 1000 MG;comp.x 14;Fabra;60%;$ 8321.36
amoxicilina+clavulánico,ác.;DARZITIL PLUS;comp.x 16;Fabra;60%;$ 7737.06
amoxicilina+clavulánico,ác.;DARZITIL PLUS 1000 MG;comp.x 7;Fabra;60%;$ 4409.07
amoxicilina+clavulánico,ác.;DARZITIL PLUS;comp.x 8;Fabra;60%;$ 4163.64
amoxicilina+clavulánico,ác.;DARZITIL PLUS DUO;jbe.x 70 ml;Fabra;60%;$ 4983.92
amoxicilina+clavulánico,ác.;OPTAMOX;ped.250 mg susp.x 90 ml;Roemmers;60%;$ 4635.5
amoxicilina+clavulánico,ác.;KLONALMOX;ped.250 mg susp.x 90 ml;Klonal;60%;$ 5457.77
amoxicilina+clavulánico,ác.;OPTAMOX DUO 14:1;susp.ped.x 140 ml;Roemmers;60%;$ 9435.13
amoxicilina+clavulánico,ác.;CLAVULOX ES;susp.x 100 ml;Elea;60%;$ 158.21
amoxicilina+clavulánico,ác.;OPTAMOX DUO;susp.x 140 ml;Roemmers;60%;$ 8800.18
amoxicilina+clavulánico,ác.;DARZITIL PLUS;susp.x 60 ml;Fabra;60%;$ 3347.42
amoxicilina+clavulánico,ác.;PLENOBIOTIC DUO;susp.x 70 ml;Fecofar;60%;$ 160
amoxicilina+clavulánico,ác.;AMOXI PLUS MAR;susp.x 70 ml;Mar;60%;$ 4387.52
amoxicilina+clavulánico,ác.;OPTAMOX DUO;susp.x 70 ml;Roemmers;60%;$ 7061.96
amoxicilina+clavulánico,ác.;DARZITIL PLUS;susp.x 90 ml;Fabra;60%;$ 4629.4
amoxicilina+sulbactam;TRIFAMOX IBL 1500;1500 mg iny.x 1;Bag¿;60%;$ 3371.82
amoxicilina+sulbactam;TRIFAMOX IBL DUO;20 g susp.x 30 ml;Bag¿;60%;$ 390.68
amoxicilina+sulbactam;TRIFAMOX IBL DUO 200/50;20 g susp.x 60 ml;Bag¿;60%;$ 12008.01
amoxicilina+sulbactam;TRIFAMOX IBL 500;500 mg comp.x 16;Bag¿;60%;$ 8226.4
amoxicilina+sulbactam;TRIFAMOX IBL;500 mg jbe.x 60 ml;Bag¿;60%;$ 450.1
amoxicilina+sulbactam;TRIFAMOX IBL 750;750 mg iny.x 1;Bag¿;60%;$ 2293.29
amoxicilina+sulbactam;TRIFAMOX IBL DUO 875/125;875 mg comp.x 14;Bag¿;60%;$ 9289.52
amoxicilina+ác.clavulánico+asoc.;OPTAMOX RESPIRATORIO DUO;comp.rec.x 14;Roemmers;60%;$ 12352
amoxicilina+ác.clavulánico+asoc.;OPTAMOX RESPIRATORIO DUO;susp.x 140 ml;Roemmers;60%;$ 10136.49
ampicilina;AMPICILINA RICHET;1 g comp.x 16;Richet;60%;$ 7710.72
ampicilina;AMPICILINA RICHET;1 g comp.x 8;Richet;60%;$ 3864.34
ampicilina;TRIFACILINA 1000;1000 mg comp.x 16;Bag¿;60%;$ 8316
ampicilina;AMPIGEN;1000 mg comp.x 8;Fabra;60%;$ 4017.94
ampicilina;TRIFACILINA 1000;1000 mg comp.x 8;Bag¿;60%;$ 4180.49
ampicilina;TRIFACILINA;1000mg iny.liof.x1+solv.;Bag¿;60%;$ 412.26
ampicilina;AMPICILINA RICHET;500 mg comp.x 16;Richet;60%;$ 5252.13
ampicilina;AMPIGEN;500 mg comp.x 16;Fabra;60%;$ 5437.34
ampicilina;TRIFACILINA 500;500 mg comp.x 16;Bag¿;60%;$ 5666.51
ampicilina;AMPIGEN;500 mg comp.x 8;Fabra;60%;$ 2425.03
ampicilina;TRIFACILINA FORTE;jbe.x 120 ml;Bag¿;60%;$ 350.2
ampicilina+sulbactam;SULTAMICILINA RICHET;1.5 g iny.f.a.x 1;Richet;60%;$ 3248.45
ampicilina+sulbactam;AMPIGEN SB;1.5 g iny.x 1;Fabra;60%;$ 3552.73
aniracetam;PERGAMID;750 mg comp.x 30;Pfizer;50%;$ 333.76
aniracetam;PERGAMID;750 mg comp.x 60;Pfizer;50%;$ 3898.3
antipirina+sodio,carbonato+asoc.;SINCERUM;gts.x 5 ml;Dallas;50%;$ 3474.42
antipirina+sodio,carbonato+asoc.;CEROSPORIN;gts.óticas x 10 ml;Siegfried;50%;$ 3440.62
antraquinona;PYRALVEX;fco.x 10 ml;Lazar;50%;$ 5591.35
antígeno hepatitis a;VAQTA 25;iny.f.a.x 1 x 0.5 ml;MSD Argentina S;50%;$ 35622.56
antígeno hepatitis a;VAQTA 50;iny.f.a.x 1 x 1 ml;MSD Argentina S;50%;$ 42283.7
antígeno hepatitis a;AVAXIM 80 U PEDIATRICO;jga.prell.x 0.5 ml;Sanofi Health A;50%;$ 28973.65
antígeno hepatitis a;AVAXIM;jga.prell.x 0.5 ml;Sanofi Health A;50%;$ 35390.27
antígeno hepatitis a;HAVRIX 720 EL.U. MONO DOSIS;jga.prell.x 1;GlaxoSmithKline;50%;$ 30768.04
